33;4;2;19;11;2;4;4;4;5;5;2;27;19;5;5;2;1;2;4;1;3;4;2;1;2;4;10;1;7;3;7;1;6;3;7;4;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0
34;1;3;21;2;1;4;4;3;4;3;1;28;17;5;5;3;1;2;2;2;1;3;1;2;3;7;5;1;10;8;5;4;5;3;8;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0
35;9;3;23;11;1;1;4;4;5;5;2;27;19;5;5;1;1;1;4;1;2;3;2;1;1;8;10;1;5;9;8;9;9;10;10;10;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0
36;2;2;20;1;1;4;4;3;5;5;2;20;16;5;5;2;3;1;3;3;5;3;1;1;1;6;10;1;10;6;5;1;7;4;10;8;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0
37;2;2;19;3;5;4;1;4;5;6;6;30;16;5;5;1;4;1;2;1;5;5;1;1;3;8;10;10;10;10;10;3;8;3;8;6;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
38;2;3;27;2;1;4;4;3;5;1;1;1;19;5;5;2;3;2;3;3;3;2;2;2;1;7;9;5;10;7;7;5;7;8;8;10;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1
39;4;2;20;1;1;1;4;4;4;6;6;27;19;5;2;2;3;1;2;2;5;3;2;2;1;7;9;5;8;8;4;7;8;5;9;7;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0
40;4;2;19;11;5;1;1;3;5;6;6;30;16;5;5;2;3;2;4;2;3;3;2;2;3;7;9;4;9;8;3;4;5;8;8;8;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0
41;4;2;18;6;3;2;4;3;5;6;6;27;19;3;5;2;3;2;3;2;3;4;1;1;2;6;9;1;2;7;5;4;6;6;9;7;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
42;4;2;19;1;1;4;4;2;5;6;6;27;16;5;4;3;3;2;4;2;2;3;3;1;3;4;8;10;10;4;8;4;6;5;4;4;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
43;4;2;22;2;1;4;4;3;5;1;1;30;16;5;5;2;3;4;3;2;3;2;2;1;3;5;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1;1;1;0;1;0;1;0;0
44;4;2;22;1;5;1;4;4;3;3;3;27;19;5;5;2;4;1;3;1;3;3;2;1;3;8;10;5;10;10;2;2;4;10;10;10;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1
45;4;2;31;2;2;4;4;4;5;4;5;27;19;1;3;3;4;2;4;3;3;1;3;1;3;8;9;3;10;6;10;7;5;8;10;10;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
46;4;2;31;6;1;4;4;4;5;6;1;30;16;1;4;5;4;1;4;3;3;3;1;1;3;4;10;1;5;5;5;3;5;4;8;10;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
47;4;2;19;11;3;4;4;3;5;6;6;30;16;5;5;2;4;1;3;2;5;4;2;2;2;8;10;1;6;5;7;2;6;8;8;6;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
48;4;2;21;11;2;4;1;2;5;6;6;27;19;5;5;2;4;2;3;2;3;4;1;1;2;8;9;1;8;8;5;5;7;7;9;8;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
49;4;2;19;11;3;4;1;3;5;6;6;27;1;5;5;3;3;1;4;2;3;4;2;1;3;8;7;2;10;8;9;6;7;7;10;7;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
50;4;2;19;11;2;4;1;3;5;3;6;27;4;5;5;3;3;2;4;3;1;3;2;1;1;8;8;1;8;5;6;1;3;5;8;3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
51;4;2;23;11;3;4;4;3;5;3;1;22;21;5;5;2;4;2;4;3;3;3;1;2;2;6;10;1;9;3;4;4;6;4;3;7;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0
52;4;2;18;3;3;1;4;4;5;3;2;22;19;5;5;3;3;1;4;2;4;4;2;1;3;5;9;1;10;6;7;3;7;3;10;7;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
53;5;1;19;2;5;1;1;3;5;6;6;17;16;5;5;3;3;2;3;2;3;3;2;2;2;7;7;7;7;7;7;7;7;7;7;7;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
54;4;2;19;11;3;4;4;3;5;1;1;27;19;5;5;5;3;2;3;2;3;4;3;1;1;5;8;1;7;7;9;6;7;2;9;4;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;1
55;4;2;18;2;2;1;1;4;5;6;6;27;19;5;5;3;3;1;4;2;3;5;3;1;3;6;7;2;10;5;4;3;6;5;7;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0
56;4;2;20;2;1;4;1;3;5;6;6;27;19;5;5;2;4;1;4;2;3;4;3;1;3;6;8;4;10;7;6;3;7;4;7;5;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0
57;4;2;43;11;2;1;4;4;5;1;3;30;16;1;3;3;3;2;4;2;3;4;1;1;3;8;8;1;10;8;8;8;8;5;10;8;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1
58;4;2;19;6;2;2;1;3;5;6;6;1;16;5;5;1;3;1;3;2;2;4;2;1;3;6;9;1;10;6;6;3;7;3;8;5;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
59;5;1;17;1;1;1;4;3;5;6;2;27;19;5;5;2;4;2;3;2;2;2;2;2;3;6;8;3;10;5;8;10;8;2;9;10;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
60;4;2;19;5;1;1;4;3;4;6;6;27;19;5;5;2;4;2;3;1;3;4;2;2;3;8;8;1;10;8;7;7;8;8;8;7;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
61;4;2;18;2;1;4;4;3;5;6;6;30;16;5;5;2;3;2;3;2;4;3;1;1;2;5;6;3;8;6;6;6;6;5;8;8;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
62;1;3;23;11;1;4;4;4;4;5;2;27;19;5;5;3;3;2;3;2;3;3;1;2;3;8;8;1;9;9;6;3;8;4;10;8;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0
63;1;2;20;11;2;1;4;3;2;6;6;27;19;5;5;2;2;2;2;1;3;3;2;2;3;7;10;5;8;6;6;2;8;3;8;2;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0
64;1;2;21;11;1;4;1;2;4;2;2;30;16;5;5;3;3;2;3;3;2;1;4;4;1;1;1;1;1;2;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1
65;1;2;23;1;1;4;1;3;4;6;6;21;22;5;3;3;3;2;3;2;1;2;2;1;2;7;7;2;8;7;5;5;5;6;5;9;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0
66;1;2;19;11;3;4;1;3;3;6;6;27;19;5;5;3;3;2;3;3;3;2;2;2;1;8;4;7;4;6;7;1;2;4;7;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0
67;1;2;21;11;1;4;4;4;5;1;2;27;16;5;3;3;3;2;2;2;1;6;4;1;4;6;8;5;7;6;10;1;4;10;10;6;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
68;2;2;26;2;1;2;2;4;4;1;1;27;18;1;3;2;1;2;2;2;1;3;1;4;3;7;7;1;8;8;8;7;7;3;8;8;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1
69;1;2;20;6;1;4;1;3;3;2;2;30;16;4;3;3;3;2;3;2;2;3;2;2;1;6;8;3;10;6;7;5;7;6;8;7;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1
70;1;3;20;11;3;1;1;1;5;1;1;27;19;5;5;3;4;3;4;4;2;3;2;1;1;7;1;2;10;6;3;4;4;5;6;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0
71;1;3;24;5;3;4;1;2;3;1;2;27;19;5;5;2;3;1;3;3;3;5;1;1;3;6;10;3;9;5;6;6;7;7;7;7;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
72;7;2;24;6;1;1;1;3;4;1;2;30;19;4;5;5;3;1;3;2;4;6;2;2;1;6;9;1;5;4;6;3;5;8;6;5;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
73;1;3;31;3;1;4;4;4;5;4;1;30;21;5;5;2;3;2;2;1;4;4;2;1;3;3;8;3;3;2;3;1;2;5;5;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
74;1;3;21;8;1;4;4;2;5;3;1;27;19;5;5;3;3;2;4;2;4;3;1;2;3;8;10;1;7;6;8;2;7;7;9;7;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
75;1;3;22;11;3;4;1;2;3;6;6;30;16;5;5;2;3;2;4;2;2;3;2;2;2;7;7;4;8;6;4;5;7;6;8;5;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
76;1;3;24;11;1;4;1;3;1;3;2;27;19;5;5;1;3;1;2;1;3;4;2;1;3;5;10;2;8;4;7;4;4;7;10;4;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
77;1;3;21;11;1;4;1;3;5;2;2;27;19;5;5;5;4;1;4;3;5;4;2;1;1;7;5;3;10;8;1;3;5;7;8;4;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;1
78;10;2;20;2;1;1;2;3;3;6;6;27;16;5;5;2;4;2;2;2;4;3;2;2;2;6;10;2;5;7;8;3;6;4;8;3;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0
79;6;3;21;2;1;1;4;4;5;6;6;27;19;5;5;2;4;1;4;2;3;4;1;1;2;7;10;5;9;7;8;5;8;2;10;5;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0
80;10;2;20;1;5;1;1;4;5;6;6;11;16;5;5;2;3;1;4;1;4;4;2;1;2;7;10;5;10;7;7;6;8;4;7;9;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
81;10;2;30;11;1;4;4;3;3;1;2;30;16;3;5;3;3;2;3;2;2;4;2;1;3;8;8;2;10;9;7;7;8;6;4;8;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
82;10;2;19;3;3;4;1;3;5;6;6;27;19;5;5;2;2;2;4;2;3;3;2;2;2;6;9;3;10;8;5;4;5;8;5;5;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0
83;10;2;18;2;1;4;1;3;5;6;6;27;6;5;5;2;2;2;2;2;2;3;1;2;2;5;10;4;9;8;7;3;5;4;3;5;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
84;2;3;20;11;1;4;1;4;5;5;2;27;19;5;5;3;4;1;2;1;3;2;1;1;4;7;10;1;6;7;7;7;7;3;8;10;0;1;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
85;6;3;21;11;2;1;4;4;5;6;6;27;19;5;5;1;3;1;3;2;3;4;2;1;2;7;10;1;10;9;9;8;9;9;7;9;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
86;6;3;21;11;3;4;1;4;5;6;6;26;27;5;5;2;2;1;3;1;2;3;1;1;1;10;10;4;7;9;5;4;9;1;10;10;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
87;6;3;28;1;3;2;1;3;5;6;6;30;18;5;5;3;3;1;4;3;4;3;3;1;1;5;10;1;10;5;3;3;3;10;10;10;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0
88;6;3;21;2;2;1;1;4;5;6;6;1;1;5;5;3;4;1;3;1;5;5;2;1;3;7;10;2;10;7;10;6;8;10;8;9;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
89;6;3;21;2;2;4;1;2;1;3;1;1;18;5;5;2;4;2;4;3;4;3;3;1;2;5;4;1;10;5;10;2;7;10;10;5;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0
